pjid,pgpath,cttp,os,rcmdtype,openid,loccid,k,time
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",2,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0aNQlJ7_KeaCu_OSScvldgE,3172,"火车票,特价机票,附近酒店,武汉到锦州的机票,锦州到武汉的机票,锦州的酒店",2018-12-11 19:38:05
"train,flight,hotel,train",/homepage/1,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aNXKVhOpbvd6lcaPI13TiQ,null,"火车票,特价机票,特价酒店,新乡到深圳的火车票",2018-12-13 11:47:28
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aNXRfRpoKuEq1EFbHyZeJo,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-12 11:49:23
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aNcwfeq0IOjOtiww8CV90o,166,"火车票,特价机票,附近酒店,漯河到枣庄的火车票,枣庄到漯河的火车票,枣庄的酒店",2018-12-11 11:40:28
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0aNpROzNQvTev265iou2_iY,297,"火车票,特价机票,附近酒店,济宁到齐齐哈尔的火车票,济宁到齐齐哈尔的机票,齐齐哈尔到济宁的火车票",2018-12-12 18:33:41
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0aNtvOWAXq844jNKuFnQJAo,88,"火车票,特价机票,附近酒店,平昌到重庆的汽车票,重庆到平昌的汽车票,重庆的酒店",2018-12-12 12:42:36
"train,flight,hotel,bus",/homepage/1,"54,64,191,111",1,"finderdefalut,finderdefalut,finderdefalut,bus",o498X0aNvXbeQ4l0kzyaczh9eojo,null,"火车票,特价机票,附近酒店,贵德到西宁的汽车票",2018-12-11 17:18:09
"train,flight,hotel,hotel,hotel,traffic",/homepage/3,"54,64,191,1,1,140",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0aNy0KTitrRjVmqDgmdoKhs,72,"火车票,特价机票,附近酒店,金堂明珠商务宾馆,金堂锦淮大酒店,平凉到成都的交通方案",2018-12-12 09:11:35
"train,flight,hotel,train",/homepage/1,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aO4ObkpWUFIEfRHzmnqyM8,null,"火车票,特价机票,特价酒店,阿克苏到乌鲁木齐的火车票",2018-12-12 20:03:22
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aO9_LNIcIMu26MrApzFH9I,78,"火车票,特价机票,附近酒店,合肥到上海的火车票,上海到合肥的火车票,合肥到上海的机票",2018-12-11 20:43:44
"train,flight,hotel,hotel,hotel,flight",/homepage/3,"54,64,191,1,1,61",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,flight",o498X0aOH2Zi0tMFDprJQ7GYnMCE,170,"火车票,特价机票,附近酒店,星和香江国际酒店(广州火车站店),广州惠民家庭旅馆,哈尔滨到广州的机票",2018-12-13 10:39:16
"train,flight,hotel,hotel,train,train",/homepage/3,"54,64,191,16,51,52",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOQX420Xj7b_kcHGU0JrqA,239,"火车票,特价机票,附近酒店,常州的酒店,南昌到常州的火车票,常州到南昌的火车票",2018-12-12 21:44:06
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOYKRseVKLsGixQ2hMBhuc,199,"火车票,特价机票,附近酒店,长沙到株洲的火车票,株洲到长沙的火车票,株洲的酒店",2018-12-13 22:01:31
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOehzYjlJvLpcSDpNNb26E,256,"火车票,特价机票,附近酒店,沈阳到锦州的火车票,锦州到沈阳的火车票,锦州的酒店",2018-12-13 18:42:24
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOfPA_nQJnXDDnOPup5GsM,285,"火车票,特价机票,附近酒店,济南到丹东的火车票,丹东到济南的火车票,济南到丹东的机票",2018-12-11 18:03:35
"train,flight,hotel,flight,train,train",/homepage/23,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOfPA_nQJnXDDnOPup5GsM,285,"火车票,特价机票,附近酒店,济南到沈阳的机票,济南到沈阳的火车票,沈阳到济南的火车票",2018-12-11 17:56:18
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOfPA_nQJnXDDnOPup5GsM,285,"火车票,特价机票,附近酒店,济南到沈阳的火车票,沈阳到济南的火车票,济南到沈阳的机票",2018-12-11 17:54:41
"train,flight,hotel,bus,train,bus",/homepage/2,"54,64,191,111,51,112",1,"finderdefalut,finderdefalut,finderdefalut,bus,train,bus",o498X0aOhRd4rZpJNlx_oEXAOKIg,243,"火车票,特价机票,附近酒店,南昌到余干的汽车票,宜春到永州的火车票,余干到南昌的汽车票",2018-12-12 22:48:59
"train,flight,hotel,bus,train,bus",/homepage/2,"54,64,191,111,51,112",1,"finderdefalut,finderdefalut,finderdefalut,bus,train,bus",o498X0aOhRd4rZpJNlx_oEXAOKIg,243,"火车票,特价机票,附近酒店,丰城到南昌的汽车票,宜春到永州的火车票,南昌到丰城的汽车票",2018-12-12 12:56:58
"train,flight,hotel,train,bus,bus",/homepage/0,"54,64,191,51,111,112",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,bus",o498X0aOhRd4rZpJNlx_oEXAOKIg,243,"火车票,特价机票,附近酒店,宜春到永州的火车票,丰城到南昌的汽车票,南昌到丰城的汽车票",2018-12-12 12:46:46
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOjxmugZQgQE0G6aL6sZQY,84,"火车票,特价机票,附近酒店,潮州到赣州的火车票,赣州到潮州的火车票,赣州的酒店",2018-12-12 17:24:57
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOnb0u4ZFnvKxvdXsdFnBU,198,"火车票,特价机票,附近酒店,长沙到邵阳的火车票,邵阳到长沙的火车票,邵阳的酒店",2018-12-12 12:36:12
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aOyJglmviOz0ClFc6nxJfw,383,"火车票,特价机票,附近酒店,杭州到台州的火车票,台州到杭州的火车票,台州的酒店",2018-12-12 17:12:54
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0aPAUuNgZZlryc4gpg0gEy8,388,"火车票,特价机票,附近酒店,宁波到重庆的机票,宁波到重庆的火车票,重庆到宁波的火车票",2018-12-13 01:34:11
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aPCTiNPrFQIoNgCyixthHo,321,"火车票,特价机票,特价酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 12:35:12
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aPCTiNPrFQIoNgCyixthHo,321,"火车票,特价机票,特价酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 12:32:31
"train,flight,hotel,train",/homepage/0,"54,64,192,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aPCTiNPrFQIoNgCyixthHo,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-11 12:27:00
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aPNjwAZMPjk5sqeCnwOQuE,390,"火车票,特价机票,附近酒店,台州到上海的火车票,上海到台州的火车票,上海的酒店",2018-12-13 17:47:35
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aPNjwAZMPjk5sqeCnwOQuE,388,"火车票,特价机票,附近酒店,上海到台州的火车票,台州到上海的火车票,台州的酒店",2018-12-12 16:32:39
"train,flight,hotel,train,hotel,hotel",/homepage/0,"54,64,191,52,1,16",1,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train",o498X0aPTsbiXG55xCVCfh96kk8w,146,"火车票,特价机票,附近酒店,西安到北京的火车票,速8酒店(北京前门店),西安的酒店",2018-12-12 19:34:50
"train,flight,hotel,train,hotel,hotel",/homepage/0,"54,64,191,52,1,16",1,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train",o498X0aPTsbiXG55xCVCfh96kk8w,53,"火车票,特价机票,附近酒店,西安到北京的火车票,速8酒店(北京前门店),西安的酒店",2018-12-12 19:28:56
"train,flight,hotel,train,hotel,train",/homepage/0,"54,64,191,51,1,52",1,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train",o498X0aPTsbiXG55xCVCfh96kk8w,53,"火车票,特价机票,附近酒店,北京到成都的火车票,速8酒店(北京前门店),成都到北京的火车票",2018-12-12 16:47:18
"train,flight,hotel,train,hotel,hotel,scenery",/homepage/0,"54,64,191,52,1,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train,train",o498X0aPTsbiXG55xCVCfh96kk8w,53,"火车票,特价机票,附近酒店,西安到北京的火车票,速8酒店(北京前门店),西安的酒店,西安的热门景区",2018-12-12 15:10:39
"train,flight,hotel,train,hotel,hotel",/homepage/0,"54,64,191,52,1,16",1,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train",o498X0aPTsbiXG55xCVCfh96kk8w,53,"火车票,特价机票,附近酒店,西安到北京的火车票,速8酒店(北京前门店),西安的酒店",2018-12-12 15:10:16
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aPajrlEwsaurCYWr6QS3NQ,163,"火车票,特价机票,附近酒店,郑州到菏泽的火车票,菏泽到郑州的火车票,菏泽的酒店",2018-12-11 14:13:53
"train,flight,hotel,flight,train",/homepage/1,"54,64,191,61,51",1,"finderdefalut,finderdefalut,finderdefalut,flight,train",o498X0aPf35Fd7wKQSrV_MOfZHas,null,"火车票,特价机票,附近酒店,上海到北京的机票,上海到北京的火车票",2018-12-12 00:18:43
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aPpeOr58WqcfvUEicyMmaw,null,"火车票,特价机票,附近酒店,凉山到昆明的火车票",2018-12-11 08:05:56
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aQ03Z-Yoe7-y-kuOvYLnPo,102,"火车票,特价机票,附近酒店,南充到桂林的火车票,南充的酒店,南充的热门景区",2018-12-12 18:47:05
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aQ03Z-Yoe7-y-kuOvYLnPo,102,"火车票,特价机票,附近酒店,南充到桂林的火车票,南充的酒店,南充的热门景区",2018-12-12 18:46:38
"train,flight,hotel,flight,hotel,scenery",/homepage/0,"54,64,192,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aQHqoAgYl1-C0uOadK0wlo,321,"火车票,特价机票,特价酒店,兰州到乌鲁木齐的机票,兰州的酒店,兰州的热门景区",2018-12-11 16:49:18
"train,flight,hotel,flight,hotel,scenery",/homepage/1,"54,64,192,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aQHqoAgYl1-C0uOadK0wlo,321,"火车票,特价机票,特价酒店,兰州到乌鲁木齐的机票,兰州的酒店,兰州的热门景区",2018-12-11 16:44:43
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aQJ5hGTvKUXlDmM3btt9jw,146,"火车票,特价机票,附近酒店,石家庄到沧州的火车票,沧州到石家庄的火车票,沧州的酒店",2018-12-12 20:27:31
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aQVbrNlHHwFUytyI8RnnkA,107,"火车票,特价机票,附近酒店,茂名到柳州的火车票,茂名的酒店,茂名的热门景区",2018-12-13 18:25:00
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aQVbrNlHHwFUytyI8RnnkA,107,"火车票,特价机票,附近酒店,茂名到柳州的火车票,茂名的酒店,茂名的热门景区",2018-12-12 12:36:03
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",2,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0aQ_6Hs03qaawWBOhN7tqOY,214,"火车票,特价机票,附近酒店,长春到杭州的机票,杭州到长春的机票,杭州的酒店",2018-12-13 23:09:54
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0aQcfT0WtGWaCuq9RNS6jm8,64,"火车票,特价机票,附近酒店,定西到兰州的火车票,临洮到漳县的汽车票,兰州到定西的火车票",2018-12-11 14:21:35
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0aRK9d06vO8h7wbpKkPJv_I,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-11 11:41:45
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0aRK9d06vO8h7wbpKkPJv_I,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-11 11:41:31
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0aRK9d06vO8h7wbpKkPJv_I,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-11 11:39:35
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aRKzkoGrVlElkNJDBxf6uo,305,"火车票,特价机票,附近酒店,太原到吕梁的火车票",2018-12-11 03:49:20
"train,flight,hotel,hotel,train,scenery",/homepage/3,"54,64,191,16,52,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRiDqKhvp2YPPy8IfRFIHM,214,"火车票,特价机票,附近酒店,沈阳的酒店,沈阳到长春的火车票,沈阳的热门景区",2018-12-13 19:55:08
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRiDqKhvp2YPPy8IfRFIHM,214,"火车票,特价机票,附近酒店,沈阳到长春的火车票,沈阳的酒店,沈阳的热门景区",2018-12-13 19:52:21
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRjFz_11Nr0vSMYNPsiLcw,284,"火车票,特价机票,附近酒店,吕梁到贵阳的火车票,贵阳到吕梁的火车票,吕梁到贵阳的机票",2018-12-13 08:32:57
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,global_hotel",o498X0aRjwRFZirL-1UjsMz-ZF74,228,"火车票,特价机票,附近酒店,泰州的酒店",2018-12-11 20:11:53
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRsFzVnafF4iKwJLdgfhb4,107,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 09:34:50
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRsFzVnafF4iKwJLdgfhb4,107,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 09:34:37
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRsFzVnafF4iKwJLdgfhb4,107,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 09:28:22
"train,flight,hotel,train,train,flight,hotel,scenery",/homepage/0,"54,64,191,51,52,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train,train",o498X0aRsFzVnafF4iKwJLdgfhb4,107,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票,北京的酒店,北京的热门景区",2018-12-12 09:21:15
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRvKnbObQ9slinD7MHjiSw,42,"火车票,特价机票,附近酒店,合肥到徐州的火车票,徐州到合肥的火车票,徐州的酒店",2018-12-13 12:01:31
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aRvKnbObQ9slinD7MHjiSw,42,"火车票,特价机票,附近酒店,合肥到徐州的火车票,徐州到合肥的火车票,徐州的酒店",2018-12-13 11:59:50
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0aRx-Qp2Hi_5HTzlZUXP8KM,78,"火车票,特价机票,附近酒店,九江到东莞的火车票,东莞到九江的机票,九江的酒店",2018-12-12 19:51:35
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0aSBEQxdG3U3UVSYy4Xp1Mo,114,"火车票,特价机票,附近酒店,贵阳到铜仁的火车票,贵阳到铜仁的机票,铜仁到贵阳的火车票",2018-12-13 00:51:19
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aSJvjVEdFadJf08LRGYSgM,183,"火车票,特价机票,附近酒店,武汉到驻马店的火车票,驻马店到武汉的火车票,驻马店的酒店",2018-12-12 12:37:56
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aSJvjVEdFadJf08LRGYSgM,192,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 12:26:24
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aST88SvKG1aF9OG5ILOlPk,91,"火车票,特价机票,特价酒店,广州到潍坊的火车票,潍坊到广州的火车票,广州到潍坊的机票",2018-12-12 21:55:51
"train,flight,hotel,bus,bus,hotel",/homepage/0,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0aSYjw9YL17KcCg3SwyteZs,226,"火车票,特价机票,附近酒店,昆山到淮阳的汽车票,淮阳到昆山的汽车票,淮阳的酒店",2018-12-11 14:14:19
"train,flight,hotel,flight,hotel,scenery",/homepage/0,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aSefOWK10F53Wpi6AsLsTE,256,"火车票,特价机票,附近酒店,安庆到沈阳的机票,安庆的酒店,安庆的热门景区",2018-12-13 11:43:50
"train,flight,hotel,flight,hotel,scenery",/homepage/1,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aSefOWK10F53Wpi6AsLsTE,256,"火车票,特价机票,附近酒店,合肥到沈阳的机票,合肥的酒店,合肥的热门景区",2018-12-13 11:43:10
"train,flight,hotel,flight,hotel,scenery",/homepage/0,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aSefOWK10F53Wpi6AsLsTE,256,"火车票,特价机票,附近酒店,合肥到沈阳的机票,合肥的酒店,合肥的热门景区",2018-12-13 11:41:31
"train,flight,hotel,flight,hotel,scenery",/homepage/0,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aSefOWK10F53Wpi6AsLsTE,256,"火车票,特价机票,附近酒店,合肥到沈阳的机票,合肥的酒店,合肥的热门景区",2018-12-13 11:32:54
"train,flight,hotel,flight,hotel,scenery",/homepage/2,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0aSefOWK10F53Wpi6AsLsTE,256,"火车票,特价机票,附近酒店,合肥到沈阳的机票,合肥的酒店,合肥的热门景区",2018-12-12 19:33:52
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aSo3uTHn6Gg757Uvbar2NI,178,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 17:43:23
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aSo3uTHn6Gg757Uvbar2NI,178,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 17:40:23
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aStIBxcUCkyxRphHsRp2Xs,386,"火车票,特价机票,附近酒店,金华到贵阳的火车票,贵阳到金华的火车票,金华到贵阳的机票",2018-12-13 13:52:47
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aStIBxcUCkyxRphHsRp2Xs,386,"火车票,特价机票,附近酒店,金华到贵阳的火车票,贵阳到金华的火车票,金华到贵阳的机票",2018-12-13 13:25:07
"train,flight,hotel,hotel,train,flight",/homepage/3,"54,64,191,16,51,61",1,"finderdefalut,finderdefalut,finderdefalut,hotel,train,flight",o498X0aSvCkyEmI0dwwR_5oYL3lY,388,"火车票,特价机票,附近酒店,重庆的酒店,宁波到重庆的火车票,深圳到重庆的机票",2018-12-13 15:41:29
"train,flight,hotel,train,hotel,hotel",/homepage/0,"54,64,191,51,1,1",2,"finderdefalut,finderdefalut,finderdefalut,train,hotel,hotel",o498X0aTJFaWUzsDU4WIEIYrAq00,146,"火车票,特价机票,附近酒店,北京到大连的火车票,长沙凯晟酒店,维也纳国际酒店(长沙树木岭城铁站店)",2018-12-13 09:47:47
"train,flight,hotel,train,hotel,hotel",/homepage/0,"54,64,191,51,1,1",2,"finderdefalut,finderdefalut,finderdefalut,train,hotel,hotel",o498X0aTJFaWUzsDU4WIEIYrAq00,146,"火车票,特价机票,附近酒店,天津到北京的火车票,长沙凯晟酒店,维也纳国际酒店(长沙树木岭城铁站店)",2018-12-13 09:47:04
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aTREFKGltxCd3mGaQjMlQw,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 18:16:31
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aTUqe_3jPNeSnyea4J5vEY,143,"火车票,特价机票,附近酒店,北京到芜湖的火车票,芜湖到北京的火车票,北京到芜湖的机票",2018-12-11 10:38:56
"train,flight,hotel,hotel",/homepage/3,"54,64,191,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0aTWulr_65JDOBODNKjUrXg,53,"火车票,特价机票,附近酒店,小巢精品酒店(北京东大桥地铁站店)",2018-12-11 12:17:35
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0aTWulr_65JDOBODNKjUrXg,53,"火车票,特价机票,附近酒店,北京宜和酒店式公寓,北京的酒店",2018-12-11 09:46:03
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0aTjLS-BoJ8tQkc3WM0yJwA,214,"火车票,特价机票,附近酒店,上海到北京的机票,北京到上海的机票,北京的酒店",2018-12-12 11:33:20
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0aTjLS-BoJ8tQkc3WM0yJwA,214,"火车票,特价机票,附近酒店,上海到北京的机票,北京到上海的机票,北京的酒店",2018-12-12 11:33:09
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0aTxIQqxiW4Xm8O0Fcg2IA8,112,"火车票,特价机票,附近酒店,南京到贵阳的机票,金华到贵阳的火车票,贵阳到金华的火车票",2018-12-12 21:30:57
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0aTz7XuzISh9rqmP6lg28sY,82,"火车票,特价机票,附近酒店,惠州到南京的火车票,惠州到南京的机票,南京到惠州的火车票",2018-12-13 09:28:47
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aUFgKJXrHFm_rtis1bMR1M,177,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-12 21:27:21
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aUFgKJXrHFm_rtis1bMR1M,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-12 21:21:23
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0aUGNvyiB3UAOnth8O6ZSfM,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 19:34:14
"train,flight,hotel,flight,train,train",/homepage/23,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0aUYD337sXVhmOQL8Jvd0pE,112,"火车票,特价机票,附近酒店,贵阳到莆田的机票,贵阳到莆田的火车票,莆田到贵阳的火车票",2018-12-13 21:36:34
